std,mean,min,max,median,group
55.49425770303306,179.13943481445312,0,-1,-1,Normal
64.5656841184623,128.2259979248047,0,-1,-1,Normal
58.123435830020085,147.9873046875,0,-1,-1,Normal
66.12768743898503,119.70938110351562,0,-3,-3,Normal
62.46345234549572,133.80209350585938,0,-2,-2,Normal
71.37168114920722,85.33071899414062,0,-1,-1,Normal
69.51325413411543,127.0240478515625,0,-1,-1,Normal
48.755517975130196,145.47608947753906,0,-38,-38,Normal
65.21738753562977,93.30670166015625,0,-1,-1,Normal
37.01191273021631,165.78184509277344,0,-27,-27,Normal
61.77296332795099,110.51800537109375,0,-16,-16,Normal
76.45211183058682,114.74658203125,0,-6,-6,Normal
42.49201495565221,100.52500915527344,0,-76,-76,Normal
61.47682610184367,149.41995239257812,0,-5,-5,Normal
45.562112359083784,182.91415405273438,1,-8,-8,Normal
35.48102602084458,108.09263610839844,0,-55,-55,Normal
66.48707602585435,151.99429321289062,0,-1,-1,Normal
69.00196399130937,117.596435546875,0,-1,-1,Normal
64.26560703176757,109.65306091308594,0,-7,-7,Normal
70.02456853753246,94.90963745117188,0,-1,-1,Normal
52.67146553608585,161.1090850830078,0,-13,-13,Normal
51.29331114749399,168.01658630371094,5,-8,-8,Normal
63.84280368104733,112.46487426757812,0,-7,-7,Normal
53.001589308289304,165.36990356445312,0,-10,-10,Normal
72.81398326737578,61.80747985839844,0,-1,-1,Normal
58.27480342431957,120.27934265136719,0,-7,-7,Normal
42.146031056804325,99.72608947753906,1,-52,-52,Normal
65.60547410908019,89.11892700195312,0,-1,-1,Normal
60.19491181673255,98.56434631347656,0,-2,-2,Normal
48.33527816720528,106.24681091308594,0,-5,-5,Normal
72.944254194994,134.15415954589844,0,-5,-5,Normal
65.63585378554576,104.97956848144531,0,-13,-13,Normal
65.73180609071436,157.53294372558594,0,-9,-9,Normal
63.5838286874095,135.30882263183594,0,-3,-3,Normal
57.06010315288561,166.8726806640625,0,-8,-8,Normal
39.674720565094425,103.18057250976562,0,-50,-50,Normal
59.615958907621106,144.88182067871094,0,-9,-9,Normal
69.7420098263065,122.7557373046875,0,-7,-7,Normal
52.31245612551531,112.18524169921875,0,-33,-33,Normal
68.88579661021262,133.1055450439453,0,-5,-5,Normal
67.06338003534819,151.0548858642578,0,-11,-11,Normal
63.394672794450734,114.33720397949219,0,-1,-1,Normal
74.5888574380168,122.37477111816406,0,-9,-9,Normal
66.39904729104975,140.83673095703125,0,-9,-9,Normal
64.49688105981579,114.30778503417969,0,-3,-3,Normal
69.23512769008693,111.14259338378906,0,-1,-1,Normal
40.43921998634327,100.44265747070312,3,-60,-60,Normal
64.39629963881322,148.01409912109375,0,-12,-12,Normal
65.71698934031986,120.17543029785156,0,-5,-5,Normal
68.33604702919486,119.8817138671875,0,-5,-5,Normal
66.80552815209627,132.60888671875,0,-3,-3,Normal
41.10075421728772,162.6761016845703,0,-5,-5,Normal
46.60134321057853,167.96347045898438,0,-22,-22,Normal
33.20877070501719,109.70991516113281,0,-43,-43,Normal
68.01489324020513,105.7705078125,0,-5,-5,Normal
65.84294725929843,119.80267333984375,0,-2,-2,Normal
60.7194366164689,149.18605041503906,0,-9,-9,Normal
69.35498741077241,118.49366760253906,0,-15,-15,Normal
49.53767615191118,117.63731384277344,0,-30,-30,Normal
44.3875143510789,161.7266387939453,0,-31,-31,Normal
70.23931464230245,125.49565124511719,0,-9,-9,Normal
69.47143638618078,124.81393432617188,0,-4,-4,Normal
57.549700092671415,158.65548706054688,0,-3,-3,Normal
69.92375139489192,124.2139892578125,0,-5,-5,Normal
67.7561880595569,146.80294799804688,0,-5,-5,Normal
63.17238890426238,100.88592529296875,0,-1,-1,Normal
30.82506085062392,111.06427001953125,0,-47,-47,Normal
66.35776839558086,113.6502685546875,0,-1,-1,Normal
40.904401807588854,102.61436462402344,0,-1,-1,Normal
46.82316695602502,116.79127502441406,0,-1,-1,Normal
71.42486680991465,156.63291931152344,0,-2,-2,Normal
60.481325017451496,139.088134765625,0,-4,-4,Normal
65.03174857807475,137.44363403320312,0,-6,-6,Normal
39.348889891985685,176.34608459472656,4,-5,-5,Normal
60.49450980929693,116.4886474609375,0,-1,-1,Normal
48.21410390070207,172.32659912109375,2,-1,-1,Normal
62.43634305525033,148.2420654296875,1,-5,-5,Normal
68.14554923052259,129.96473693847656,0,-14,-14,Normal
64.70703503259917,123.11924743652344,0,-10,-10,Normal
73.1714550828826,127.35897827148438,0,-6,-6,Normal
57.915658380916,147.2044219970703,0,-22,-22,Normal
53.446659558765084,115.88494873046875,0,-18,-18,Normal
63.128744611480585,123.47843933105469,0,-1,-1,Normal
36.37363253701736,106.46261596679688,0,-75,-75,Normal
61.817391470819565,132.38963317871094,0,-1,-1,Normal
52.145597571112795,158.08795166015625,0,-29,-29,Normal
62.6221815343319,123.49716186523438,0,-1,-1,Normal
73.98523890197741,109.21347045898438,0,-13,-13,Normal
67.95848612193447,138.52064514160156,0,-7,-7,Normal
35.489661837768004,106.79270935058594,0,-70,-70,Normal
60.74734844812222,173.75360107421875,0,-8,-8,Normal
64.56637441962614,126.53134155273438,0,-6,-6,Normal
62.43795240343213,115.72735595703125,0,-1,-1,Normal
69.80906488837523,112.74507141113281,0,-5,-5,Normal
67.37085103316636,113.53500366210938,0,-1,-1,Normal
70.1672428477125,126.96395874023438,0,-8,-8,Normal
68.13596206441092,117.36668395996094,0,-2,-2,Normal
64.66134174801196,180.3712921142578,2,-1,-1,Normal
64.32885449210004,113.18669128417969,0,-5,-5,Normal
41.82435027320919,100.82154846191406,0,-72,-72,Normal
44.35241784483929,96.61439514160156,0,-47,-47,Normal
61.28637550689869,106.51507568359375,0,-1,-1,Normal
64.92236885957136,107.63232421875,0,-1,-1,Normal
68.95350893678531,137.1708526611328,0,-11,-11,Normal
68.84604240287237,160.19073486328125,1,-7,-7,Normal
55.18793773312143,138.06390380859375,0,-2,-2,Normal
51.87221988497914,115.13824462890625,0,-33,-33,Normal
68.8708430328725,133.2963409423828,0,-5,-5,Normal
56.865726192757684,169.8359375,0,-10,-10,Normal
75.97646122643137,125.62442016601562,0,-5,-5,Normal
68.72471906475059,124.81414794921875,0,-7,-7,Normal
34.56082663506379,106.13601684570312,0,-76,-76,Normal
57.718081897052826,172.65646362304688,0,-3,-3,Normal
69.90877972665353,120.87394714355469,0,-1,-1,Normal
72.73219158195454,120.83125305175781,0,-6,-6,Normal
54.27212390329111,166.25912475585938,0,-11,-11,Normal
65.71326713153691,145.8377685546875,0,-14,-14,Normal
81.55169879368081,109.78500366210938,0,-2,-2,Normal
70.57919819867175,141.3397979736328,0,-7,-7,Normal
51.75078755923994,111.27560424804688,0,-39,-39,Normal
71.47391032637914,124.68890380859375,0,-8,-8,Normal
65.49454082030103,137.15469360351562,0,-10,-10,Normal
62.507992449730075,139.3724822998047,0,-10,-10,Normal
67.56272767995658,117.48353576660156,0,-1,-1,Normal
52.879228767763536,166.25927734375,8,-9,-9,Normal
70.27680037850672,130.0743408203125,0,-6,-6,Normal
68.65484612227586,135.66026306152344,0,-5,-5,Normal
70.34486682086623,137.588623046875,0,-7,-7,Normal
48.958675024855786,114.89599609375,0,-16,-16,Normal
41.13108664384849,103.24949645996094,0,-76,-76,Normal
53.36561567854024,137.63681030273438,0,-1,-1,Normal
54.75009591984729,131.903076171875,0,-12,-12,Normal
42.04825748334926,112.22615051269531,0,-49,-49,Normal
70.3735349040565,156.98001098632812,0,-5,-5,Normal
62.81488909138926,119.30758666992188,0,-7,-7,Normal
70.35275232694545,111.13845825195312,0,-6,-6,Normal
69.41351273060157,156.58395385742188,0,-8,-8,Normal
58.73892542356506,132.3096923828125,0,-1,-1,Normal
68.67448875931531,107.67413330078125,0,-1,-1,Normal
62.56767524690663,128.4620819091797,0,-5,-5,Normal
72.48810424429341,119.75587463378906,0,-11,-11,Normal
66.3561923176262,138.90699768066406,0,-9,-9,Normal
52.63463447824889,113.29078674316406,0,-1,-1,Normal
65.86943530143155,109.77214050292969,0,-6,-6,Normal
70.94913113485096,140.54380798339844,0,-2,-2,Normal
75.3545822099117,115.5772705078125,0,-13,-13,Normal
53.09137613942648,115.09548950195312,0,-33,-33,Normal
61.03373677927033,150.4300537109375,0,-2,-2,Normal
62.259729537756854,106.60006713867188,0,-1,-1,Normal
53.90732198291164,174.04165649414062,0,-7,-7,Normal
45.814883988767306,160.90969848632812,0,-36,-36,Normal
46.079503220348414,125.65017700195312,0,-14,-14,Normal
70.7362838444936,120.55416870117188,0,-7,-7,Normal
69.20590568187424,109.4150390625,0,-5,-5,Normal
40.53767052581171,170.24835205078125,1,-8,-8,Normal
52.764612174862705,108.44438171386719,0,-18,-18,Normal
72.41314524796448,86.49981689453125,0,-1,-1,Normal
52.13993918891238,130.0086669921875,0,-1,-1,Normal
53.798372853937835,115.54623413085938,0,-1,-1,Normal
65.44252157888938,128.85882568359375,0,-9,-9,Normal
70.98843052451177,123.7041015625,0,-1,-1,Normal
39.73019097812844,140.72988891601562,0,-56,-56,Normal
35.60734762904139,110.63623046875,0,-63,-63,Normal
51.046845332639215,169.60264587402344,0,-3,-3,Normal
43.196923707968935,120.340576171875,10,-17,-17,Normal
66.78023220806813,114.20787048339844,0,-1,-1,Normal
73.05821391009913,90.31718444824219,0,-1,-1,Normal
53.43971699640269,179.3445587158203,0,-1,-1,Normal
55.588731452032626,120.55488586425781,0,-1,-1,Normal
62.813082638140116,153.2468719482422,1,-3,-3,Normal
64.38054104915857,138.95346069335938,0,-13,-13,Normal
48.48224132620864,188.3135986328125,2,-1,-1,Normal
37.073306676947055,191.46615600585938,0,-3,-3,Normal
36.50182308145676,107.39118957519531,0,-63,-63,Normal
52.90377069029853,139.89825439453125,0,-1,-1,Normal
53.09075266813284,178.1274871826172,20,-4,-4,Normal
50.70941459999911,152.89012145996094,0,-16,-16,Normal
33.88131505660906,124.93508911132812,0,-69,-69,Normal
69.34815526198385,105.5042724609375,0,-8,-8,Normal
59.45860760679084,123.15838623046875,0,-13,-13,Normal
50.55574028835411,148.9401397705078,0,-33,-33,Normal
70.57636309120515,114.04150390625,0,-1,-1,Normal
58.872687785104496,132.71405029296875,0,-1,-1,Normal
68.26885911053712,119.69900512695312,0,-5,-5,Normal
73.93784861685593,118.24043273925781,0,-7,-7,Normal
61.5574284969717,168.12258911132812,0,-2,-2,Normal
69.41383158613537,132.04685974121094,0,-10,-10,Normal
56.984926379208375,154.9884796142578,0,-5,-5,Normal
62.30453576419068,119.68409729003906,0,-6,-6,Normal
71.64614259084516,110.79277038574219,0,-1,-1,Normal
48.67891989182321,134.6719512939453,0,-35,-35,Normal
63.595171180867624,119.0509033203125,0,-1,-1,Normal
44.53888378230197,95.76760864257812,0,-45,-45,Normal
59.43977010652467,119.02413940429688,0,-1,-1,Normal
70.62596553523849,103.00958251953125,0,-10,-10,Normal
40.718469379530596,103.93490600585938,0,-73,-73,Normal
67.71880581455406,123.07905578613281,0,-2,-2,Normal
70.15128715607752,118.939697265625,0,-2,-2,Normal
74.90623889988207,130.31483459472656,0,-11,-11,Normal
63.968453009537185,138.80886840820312,0,-3,-3,Normal
43.77956759835847,168.82321166992188,7,-9,-9,Normal
72.11105845089955,120.27653503417969,0,-12,-12,Normal
62.197668618160286,115.223388671875,0,-10,-10,Normal
50.77818358783979,130.02357482910156,0,-1,-1,Normal
61.32626273163729,172.94796752929688,0,-11,-11,Normal
61.229695202924034,119.47494506835938,0,-3,-3,Normal
60.508358595212236,144.14256286621094,0,-1,-1,Normal
71.74118852666122,113.91874694824219,0,-11,-11,Normal
46.45015641101011,159.2434844970703,0,-4,-4,Normal
57.246212281717646,144.1067352294922,0,-1,-1,Normal
70.54057503374737,126.2725830078125,0,-5,-5,Normal
85.19629394645968,84.39765930175781,0,-1,-1,Normal
66.66996403990781,139.65911865234375,0,-9,-9,Normal
70.90679378594267,128.6529998779297,0,-17,-17,Normal
67.83809599824586,168.04052734375,2,-4,-4,Normal
71.16369567733307,120.01936340332031,0,-6,-6,Normal
63.08792912023317,158.0650634765625,0,-10,-10,Normal
54.27770501524575,138.94505310058594,0,-7,-7,Normal
75.52380171516728,135.9642791748047,0,-15,-15,Normal
75.73648548338443,80.40354919433594,0,-1,-1,Normal
68.89994919186549,121.53456115722656,0,-5,-5,Normal
70.34963130513715,123.703857421875,0,-6,-6,Normal
53.338927990848916,169.07142639160156,6,-9,-9,Normal
70.50620395167562,96.29931640625,0,-8,-8,Normal
67.01290331779833,126.10166931152344,0,-3,-3,Normal
65.10110436022181,107.84088134765625,0,-3,-3,Normal
40.595432272535284,158.8499298095703,0,-1,-1,Normal
69.46271432115024,98.10408020019531,0,-7,-7,Normal
63.79317117467142,120.09611511230469,0,-1,-1,Normal
69.07529665934254,127.7061767578125,0,-8,-8,Normal
55.16679116472255,127.546875,0,-7,-7,Normal
50.378037663494695,151.64866638183594,2,-1,-1,Normal
63.314718730166454,110.22181701660156,0,-1,-1,Normal
68.6598860622664,99.39631652832031,0,-2,-2,Normal
54.768464128547166,106.35272216796875,0,-1,-1,Normal
65.13586558033269,125.54151916503906,0,-1,-1,Normal
51.95570749790954,125.789794921875,0,-24,-24,Normal
59.874297061304645,156.69107055664062,17,-11,-11,Normal
78.37668292555142,130.2444610595703,0,-14,-14,Normal
54.25314675731139,125.81517028808594,0,-1,-1,Normal
38.782681011857605,161.13771057128906,1,-27,-27,Normal
69.09298090861581,130.1858673095703,0,-6,-6,Normal
51.20052876704083,118.35127258300781,0,-1,-1,Normal
65.70370224012612,108.30732727050781,0,-7,-7,Normal
68.46277458047199,119.83505249023438,0,-1,-1,Normal
58.07716619503902,113.92347717285156,0,-1,-1,Normal
46.69301775830911,181.6767120361328,0,-3,-3,Normal
47.024395652708215,112.67953491210938,0,-51,-51,Normal
64.07987392947697,120.97903442382812,0,-1,-1,Normal
67.2724959023541,94.09754943847656,0,-1,-1,Normal
69.91753703449116,99.05979919433594,0,-2,-2,Normal
61.45673248382756,130.35025024414062,0,-1,-1,Normal
57.31825717239427,96.13885498046875,0,-2,-2,Normal
78.57015177188231,118.67982482910156,0,-5,-5,Normal
69.67961768446118,90.894775390625,0,-2,-2,Normal
70.6036638206977,104.53712463378906,0,-3,-3,Normal
45.08399434145945,116.92620849609375,0,-39,-39,Normal
67.96901139370762,124.28204345703125,0,-11,-11,Normal
71.8624267394031,126.51553344726562,0,-14,-14,Normal
44.494767561349825,121.94694519042969,0,-1,-1,Normal
67.04533526344018,116.37506103515625,0,-1,-1,Normal
49.68112249891679,169.64842224121094,0,-1,-1,Normal
48.18942299470857,138.27296447753906,0,-20,-20,Normal
63.704468898780384,121.35987854003906,0,-6,-6,Normal
46.82493694430209,181.54989624023438,1,-2,-2,Normal
67.07142736471019,120.97929382324219,0,-7,-7,Normal
68.72106252995985,139.11451721191406,0,-6,-6,Normal
65.97397743491328,146.97743225097656,0,-10,-10,Normal
63.65769871313118,121.60856628417969,0,-1,-1,Normal
76.55451014286655,125.39219665527344,0,-1,-1,Normal
82.14381350529814,66.71891784667969,0,-10,-10,Normal
71.08775669165016,134.79666137695312,0,-5,-5,Normal
51.807741782784674,149.50601196289062,0,-8,-8,Normal
45.74938016074875,177.3580322265625,0,-1,-1,Normal
61.471058526614435,124.42243957519531,0,-1,-1,Normal
69.86470725757168,135.2803192138672,0,-9,-9,Normal
68.45781733257289,114.72465515136719,0,-11,-11,Normal
70.96240585378271,148.8717041015625,0,-1,-1,Normal
71.4730207093755,117.32978820800781,0,-13,-13,Normal
72.58442005069905,130.47055053710938,0,-6,-6,Normal
72.84268389328747,134.56112670898438,0,-6,-6,Normal
75.53886942514876,136.2111053466797,0,-8,-8,Normal
66.28391380557413,94.1422119140625,0,-1,-1,Normal
39.914996589493455,103.84971618652344,0,-53,-53,Normal
53.581608756565934,150.61888122558594,0,-9,-9,Normal
52.66331656008416,164.99937438964844,0,-9,-9,Normal
63.08334934722715,125.93061828613281,0,-3,-3,Normal
74.05189601781314,120.52734375,0,-6,-6,Normal
53.93597486242374,166.0151824951172,0,-1,-1,Normal
67.83525866172553,122.11540222167969,0,-8,-8,Normal
62.64111828291622,142.73089599609375,0,-2,-2,Normal
70.85339509656701,129.79098510742188,0,-14,-14,Normal
58.12569828779657,105.02706909179688,0,-1,-1,Normal
70.15644681303304,143.59078979492188,0,-5,-5,Normal
67.82819874080357,127.34678649902344,0,-9,-9,Normal
58.30550069729169,165.87657165527344,0,-8,-8,Normal
65.00214374587809,130.80372619628906,0,-13,-13,Normal
71.94564431192343,149.55398559570312,0,-3,-3,Normal
57.39012762744428,172.04066467285156,0,-1,-1,Normal
66.51125261428706,153.98849487304688,0,-2,-2,Normal
56.22726426885681,163.39230346679688,0,-14,-14,Normal
70.1836841450184,113.3238525390625,0,-11,-11,Normal
62.77276782549025,163.97267150878906,0,-4,-4,Normal
72.0457836035935,118.27825927734375,0,-9,-9,Normal
39.97261911134384,172.88885498046875,0,-1,-1,Normal
69.27942958036903,127.04414367675781,0,-1,-1,Normal
61.66790464657762,135.27474975585938,0,-12,-12,Normal
49.6519026529782,173.4269561767578,0,-3,-3,Normal
69.14503095906848,73.54722595214844,0,-36,-36,Normal
71.11361047394142,106.63236999511719,0,-13,-13,Normal
70.02234678584455,104.68148803710938,0,-5,-5,Normal
51.58074735547782,151.67308044433594,0,-22,-22,Normal
77.07787609833305,120.23338317871094,0,-8,-8,Normal
66.15536157092284,121.31480407714844,0,-2,-2,Normal
44.52126853740567,155.78274536132812,0,-9,-9,Normal
63.48842306591357,141.6607208251953,0,-10,-10,Normal
55.169320025123675,172.10018920898438,1,-7,-7,Normal
67.20196907868633,104.31930541992188,0,-2,-2,Normal
52.21334526948526,152.72042846679688,0,-1,-1,Normal
38.49924856239824,117.47724914550781,0,-72,-72,Normal
64.08609731759016,150.96429443359375,0,-3,-3,Normal
51.58650828817998,131.8780517578125,0,-1,-1,Normal
61.544416532733685,112.91307067871094,0,-1,-1,Normal
59.4344548950589,109.3310546875,0,-27,-27,Normal
54.18660138946763,117.09907531738281,0,-1,-1,Normal
63.32661953731112,151.68992614746094,0,-2,-2,Normal
64.91457544678028,122.0924072265625,0,-1,-1,Normal
67.48286862336019,122.520751953125,0,-2,-2,Normal
73.2417948734123,119.54739379882812,0,-6,-6,Normal
58.08472135657766,171.42178344726562,0,-4,-4,Normal
65.93915536466297,159.35855102539062,0,-10,-10,Normal
49.55870737000353,139.33432006835938,1,-1,-1,Normal
70.89146914306748,135.33750915527344,0,-1,-1,Normal
66.29439889581522,139.92515563964844,0,-1,-1,Normal
45.65582063181208,179.57260131835938,6,-2,-2,Normal
70.66227032205818,143.65968322753906,0,-16,-16,Normal
71.38780878220936,118.20936584472656,0,-5,-5,Normal
66.93814362332984,162.90431213378906,0,-7,-7,Normal
58.877314622339576,149.6438446044922,0,-1,-1,Normal
68.11247403321651,111.50491333007812,0,-9,-9,Normal
38.292098928913575,123.88198852539062,0,-1,-1,Normal
67.08310554579512,119.94642639160156,0,-8,-8,Normal
60.98872549284969,119.06996154785156,0,-1,-1,Normal
61.796272542362715,133.58871459960938,0,-5,-5,Normal
72.30247569110507,129.4910430908203,0,-6,-6,Normal
68.43926474873201,117.14016723632812,0,-1,-1,Normal
52.47788602658438,179.82008361816406,1,-5,-5,Normal
67.44003241901365,107.25125122070312,0,-1,-1,Normal
69.73788756069412,134.71514892578125,0,-13,-13,Normal
63.63607286138115,134.10113525390625,0,-1,-1,Normal
56.04850096726025,126.01246643066406,0,-2,-2,Normal
69.240228389576,136.0117645263672,0,-12,-12,Normal
55.794035915968344,117.84957885742188,0,-24,-24,Normal
40.619150296972364,157.59344482421875,4,-12,-12,Normal
34.80910233388589,107.24311828613281,0,-66,-66,Normal
73.54359556502662,102.03555297851562,0,-12,-12,Normal
61.95905061958332,138.3817901611328,0,-1,-1,Normal
75.3229157334058,116.76829528808594,0,-8,-8,Normal
65.3344068870482,128.83387756347656,0,-5,-5,Normal
58.31179288836914,127.22755432128906,0,-38,-38,Normal
50.037142438738776,137.09527587890625,0,-25,-25,Normal
64.19022699719608,123.52671813964844,0,-4,-4,Normal
64.62249568469294,108.5814208984375,0,-1,-1,Normal
67.91744189891901,129.70901489257812,0,-15,-15,Normal
57.174571198384655,106.57130432128906,0,-1,-1,Normal
51.02534172909963,167.69091796875,8,-8,-8,Normal
35.54628873236814,162.63232421875,0,-23,-23,Normal
72.60032439842361,121.43977355957031,0,-6,-6,Normal
68.13929225302154,167.26075744628906,0,-1,-1,Normal
43.70752192350616,167.75067138671875,0,-22,-22,Normal
64.81629674228238,125.15907287597656,0,-1,-1,Normal
43.485457347828564,176.7790985107422,2,-9,-9,Normal
60.64318395306472,126.27613830566406,0,-16,-16,Normal
48.108602559097406,182.20315551757812,0,-6,-6,Normal
68.6306569518642,159.81324768066406,0,-7,-7,Normal
67.85468661943075,102.68109130859375,0,-6,-6,Normal
48.07789785168291,117.86016845703125,0,-31,-31,Normal
65.31863037475543,147.66754150390625,0,-8,-8,Normal
71.54385944981345,127.76707458496094,0,-10,-10,Normal
64.38993721767983,127.9705810546875,0,-14,-14,Normal
59.04611878538074,165.9541778564453,0,-5,-5,Normal
72.07150291789293,126.11466979980469,0,-1,-1,Normal
73.50462204211011,134.45851135253906,0,-4,-4,Normal
64.26182648432506,123.9482421875,0,-1,-1,Normal
59.62663318576063,106.1964111328125,0,-8,-8,Normal
61.73368724535598,163.1024627685547,0,-1,-1,Normal
69.48876034492606,133.3861541748047,0,-7,-7,Normal
40.13719139254454,158.6829071044922,1,-29,-29,Normal
58.71102321219192,128.21400451660156,0,-9,-9,Normal
56.90703921566004,166.70242309570312,2,-1,-1,Normal
66.78190238864299,135.72438049316406,0,-2,-2,Normal
71.96283689660576,132.26463317871094,0,-10,-10,Normal
69.2025875030612,102.58299255371094,0,-12,-12,Normal
56.62911903388966,112.92654418945312,0,-1,-1,Normal
73.14192296690828,138.37242126464844,0,-5,-5,Normal
68.99261980946531,118.61512756347656,0,-14,-14,Normal
68.09682020228044,120.17347717285156,0,-1,-1,Normal
62.02414965494013,106.7867431640625,0,-8,-8,Normal
69.14975670026433,113.26376342773438,0,-8,-8,Normal
56.534633925631546,125.65316772460938,0,-1,-1,Normal
53.424498231299445,116.18702697753906,0,-7,-7,Normal
75.47943591842248,125.97856140136719,0,-5,-5,Normal
60.970594707388514,122.83879089355469,0,-2,-2,Normal
53.107199316789774,167.2314910888672,0,-1,-1,Normal
66.19411900528408,110.1763916015625,0,-5,-5,Normal
55.005330810136265,118.31460571289062,0,-17,-17,Normal
62.17527497269173,174.10531616210938,0,-5,-5,Normal
41.97668681413569,143.15443420410156,0,-27,-27,Normal
65.8437400912009,117.78857421875,0,-11,-11,Normal
70.99293343043475,114.88119506835938,0,-1,-1,Normal
47.54809416660399,165.14024353027344,0,-1,-1,Normal
69.16574194028716,94.55311584472656,0,-14,-14,Normal
74.75834268401869,140.6484832763672,0,-5,-5,Normal
63.668390811237344,128.65957641601562,0,-14,-14,Normal
67.60787950393512,121.45712280273438,0,-13,-13,Normal
35.66825140323133,106.81146240234375,0,-75,-75,Normal
73.57139847764847,111.03883361816406,0,-1,-1,Normal
71.43136634716114,102.10406494140625,0,-4,-4,Normal
53.29238691019458,122.41133117675781,0,-1,-1,Normal
40.98975170648258,183.33580017089844,1,-3,-3,Normal
48.808635407537274,137.82354736328125,0,-22,-22,Normal
66.80004230576063,151.9568634033203,0,-6,-6,Normal
74.85348629723681,116.31382751464844,0,-5,-5,Normal
70.32002506899391,134.2895965576172,0,-17,-17,Normal
51.133153543644525,111.99789428710938,0,-23,-23,Normal
72.48417177659144,158.0694122314453,0,-3,-3,Normal
72.2965629803023,130.29165649414062,0,-5,-5,Normal
69.2109815220009,118.66786193847656,0,-8,-8,Normal
63.584232089258876,103.29780578613281,0,-1,-1,Normal
71.81165710174676,114.68453979492188,0,-2,-2,Normal
66.69858475635839,129.17727661132812,0,-9,-9,Normal
44.5655060933924,170.120849609375,3,-10,-10,Normal
71.29098677912212,152.56597900390625,0,-10,-10,Normal
68.03580148325996,108.7320556640625,0,-6,-6,Normal
56.20524834105713,162.2030792236328,0,-1,-1,Normal
64.19887782166784,110.13519287109375,0,-6,-6,Normal
49.566724799588506,156.3314666748047,4,-4,-4,Normal
54.62047371440446,150.3970947265625,0,-1,-1,Normal
57.01085995277733,163.73934936523438,0,-5,-5,Normal
71.73310775825013,124.27259826660156,0,-2,-2,Normal
67.29352054960256,128.64224243164062,0,-1,-1,Normal
54.85048830459959,128.92745971679688,0,-1,-1,Normal
68.24972583024001,153.4640655517578,0,-7,-7,Normal
69.60844703764985,138.7539520263672,0,-5,-5,Normal
43.109248804306155,169.54190063476562,9,-15,-15,Normal
67.64488551341753,161.96685791015625,0,-4,-4,Normal
61.282105282690296,129.4554443359375,0,-7,-7,Normal
69.00860532377713,107.99337768554688,0,-1,-1,Normal
59.05100695483819,142.9063262939453,0,-16,-16,Normal
57.87027350823332,162.3015594482422,4,-1,-1,Normal
75.97754096011433,107.63722229003906,0,-6,-6,Normal
73.62563424289955,142.96389770507812,0,-4,-4,Normal
53.98771199071063,171.25198364257812,0,-7,-7,Normal
61.70521931294318,137.80368041992188,0,-1,-1,Normal
61.562635087378105,100.54521179199219,0,-2,-2,Normal
66.96971634637418,120.77033996582031,0,-19,-19,Normal
49.807971497870696,145.3762664794922,0,-1,-1,Normal
67.98449535650565,124.06495666503906,0,-5,-5,Normal
46.93255811454074,104.61936950683594,4,-69,-69,Normal
56.114839223295704,133.58082580566406,0,-1,-1,Normal
61.45100484745211,151.98483276367188,0,-2,-2,Normal
64.84261929002308,121.90463256835938,0,-2,-2,Normal
35.42091067116594,130.65174865722656,0,-54,-54,Normal
68.22076332935913,112.39094543457031,0,-3,-3,Normal
61.007646106791455,116.26875305175781,0,-1,-1,Normal
70.74395629560303,121.64431762695312,0,-1,-1,Normal
49.561603302308846,183.78128051757812,0,-4,-4,Normal
69.06559605006866,109.45913696289062,0,-7,-7,Normal
43.43675696711467,183.65724182128906,0,-2,-2,Normal
53.869503518550104,174.06471252441406,0,-5,-5,Normal
45.073906458143014,131.499755859375,0,-21,-21,Normal
66.97790888377924,177.9828338623047,2,-1,-1,Normal
68.54636013713761,113.44850158691406,0,-6,-6,Normal
63.52960104568541,115.540771484375,0,-7,-7,Normal
68.86331168967186,114.173828125,0,-7,-7,Normal
53.356514186183865,113.6746826171875,0,-1,-1,Normal
68.47407953553015,97.75408935546875,0,-1,-1,Normal
62.739788273391255,116.61430358886719,0,-1,-1,Normal
60.84272164102921,160.25021362304688,6,-8,-8,Normal
67.8533560444979,84.62159729003906,0,-11,-11,Normal
77.55656848589973,154.6326446533203,0,-7,-7,Normal
64.16250617677858,139.04811096191406,0,-20,-20,Normal
61.26656568143011,101.31988525390625,0,-33,-33,Normal
70.96065394283369,132.28253173828125,0,-18,-18,Normal
59.3540498201603,113.28755187988281,0,-50,-50,Normal
62.06229832067707,105.99259948730469,0,-34,-34,Normal
63.80678664546448,107.93376159667969,0,-32,-32,Normal
60.28863831363617,160.32176208496094,0,-7,-7,Normal
70.68207403684698,143.40176391601562,0,-12,-12,Normal
63.31489582266021,105.14765930175781,0,-31,-31,Normal
50.21701472744086,116.05165100097656,0,-38,-38,Normal
58.28012423155925,110.03616333007812,0,-43,-43,Normal
67.84877941809708,110.23724365234375,0,-29,-29,Normal
71.67438183904751,114.86367797851562,0,-32,-32,Normal
67.58899109566741,105.17362976074219,0,-22,-22,Normal
68.96400822573848,101.16644287109375,0,-30,-30,Normal
47.65822475613649,104.10243225097656,0,-67,-67,Normal
63.346204321749546,107.72311401367188,0,-23,-23,Normal
68.12137898329135,117.19157409667969,0,-10,-10,Normal
64.29515627820437,115.99398803710938,0,-35,-35,Normal
63.06881415928998,105.64585876464844,0,-33,-33,Normal
